price,bedrooms,bathrooms,sqft_lot,floors,waterfront,view,condition,sqft_basement,zipcode,lat,long,sqft_lot15,age,renovated
345000.0,5,2.5,9134,1.0,0,0,4,1510,98056,47.4934,-122.189,9133,57,0
600000.0,3,1.75,4080,1.0,0,0,4,410,98117,47.6808,-122.384,4080,73,0
585000.0,2,1.75,8550,1.0,0,0,3,990,98117,47.6989,-122.369,6738,42,0
920000.0,5,2.25,6000,1.5,0,0,3,600,98105,47.6571,-122.281,6000,96,0
885000.0,4,2.5,5000,2.0,0,0,3,0,98105,47.6597,-122.29,5000,28,0
292500.0,4,2.5,4495,2.0,0,0,3,0,98042,47.3663,-122.114,4500,15,0
301000.0,3,2.5,4750,2.0,0,0,3,0,98042,47.3663,-122.122,4750,20,0
430000.0,4,3.0,9976,2.0,0,0,3,0,98059,47.5059,-122.149,8542,32,0
289000.0,3,1.75,8400,1.0,0,0,3,0,98148,47.4366,-122.335,8750,69,0
505000.0,3,1.75,8690,2.0,0,0,5,0,98166,47.4428,-122.344,9500,50,0
549000.0,3,1.75,1044,3.0,0,0,3,0,98115,47.6765,-122.32,3090,9,0
425000.0,3,2.25,6000,1.0,0,0,3,550,98122,47.6113,-122.297,4080,44,0
317625.0,3,2.75,3809,1.5,0,0,5,1000,98144,47.5747,-122.304,4000,98,0
975000.0,4,2.5,11049,2.0,0,0,3,0,98004,47.5815,-122.192,11049,34,0
287000.0,4,2.5,4648,2.0,0,0,3,0,98001,47.3378,-122.257,4557,18,0
204000.0,3,1.0,12070,1.0,0,0,4,0,98042,47.3621,-122.11,12635,55,0
1325000.0,5,2.25,20158,1.0,0,0,3,1600,98004,47.6303,-122.215,20158,58,0
325000.0,3,2.0,5612,1.0,0,0,4,0,98034,47.7362,-122.179,4745,51,0
571000.0,4,2.0,7807,1.5,0,0,5,500,98125,47.7168,-122.287,7807,107,0
360000.0,4,2.5,5000,2.0,0,0,3,0,98038,47.3608,-122.036,5000,18,0
349000.0,3,1.75,50529,1.0,0,0,5,700,98042,47.3511,-122.073,50529,58,0
832500.0,4,4.0,35102,2.0,0,0,4,1040,98075,47.5822,-121.987,35020,37,0
380000.0,4,1.75,7300,1.0,0,0,3,880,98008,47.6034,-122.125,7500,67,0
480000.0,3,1.0,5060,1.0,0,0,3,0,98116,47.5636,-122.394,5060,82,0
410000.0,3,1.0,5060,1.0,0,0,4,500,98133,47.7073,-122.34,5693,67,0
720000.0,4,2.5,39683,2.0,0,0,3,0,98010,47.342,-122.025,39750,21,0
390000.0,3,2.5,5100,2.0,0,0,3,0,98038,47.3512,-122.008,5363,20,0
360000.0,4,2.5,5889,2.0,0,0,3,0,98038,47.349,-122.031,6405,31,0
355000.0,2,1.0,6720,1.0,0,0,3,1010,98118,47.5474,-122.291,6720,75,0
356000.0,3,1.5,8712,1.0,0,0,3,0,98059,47.4811,-122.149,8797,59,0
315000.0,3,1.0,6634,1.0,0,0,3,0,98125,47.7264,-122.31,7203,71,0
940000.0,3,1.5,3600,2.0,0,0,3,240,98119,47.6337,-122.365,4800,98,0
305000.0,5,2.25,8400,1.5,0,0,5,0,98092,47.2909,-122.189,8165,62,0
461000.0,3,3.25,6278,2.0,0,0,3,790,98056,47.5228,-122.199,7349,17,0
215000.0,2,2.25,2040,2.0,0,0,4,0,98056,47.518,-122.194,2025,44,0
335000.0,2,1.75,1066,2.0,0,0,3,265,98136,47.5394,-122.387,1106,17,0
243500.0,4,2.5,7403,2.0,0,0,3,0,98023,47.2897,-122.372,7510,35,0
1099880.0,5,2.75,6353,2.0,0,0,4,0,98199,47.6506,-122.391,6250,22,0
153000.0,3,1.0,10500,1.0,0,0,3,0,98023,47.322,-122.351,10500,61,0
430000.0,3,1.5,5000,1.0,0,0,3,290,98117,47.687,-122.386,4500,84,0
700000.0,3,1.5,5000,1.0,0,0,3,290,98117,47.687,-122.386,4500,84,0
247500.0,3,1.75,15681,1.0,0,0,3,0,98032,47.3576,-122.277,15616,56,0
199000.0,4,1.5,6400,1.0,0,0,4,0,98023,47.3036,-122.378,6400,48,0
850830.0,3,2.5,13241,1.5,0,0,5,800,98102,47.6415,-122.315,4500,113,0
555000.0,3,2.0,3478,1.5,0,0,4,540,98117,47.6775,-122.372,3478,94,0
699950.0,3,2.25,107593,2.0,0,0,4,0,98077,47.7731,-122.08,47777,40,0
290000.0,3,1.0,33919,1.0,0,0,3,0,98058,47.4375,-122.184,14910,69,0
375000.0,3,2.5,10005,1.0,0,0,4,880,98058,47.4431,-122.133,8162,45,0
460000.0,3,1.0,4005,1.5,0,0,4,500,98117,47.6878,-122.38,4005,84,0
188500.0,2,1.75,2493,1.0,0,0,4,0,98198,47.3813,-122.322,4966,38,0
680000.0,4,2.5,28037,2.0,0,0,4,0,98077,47.7304,-122.082,35001,32,0
470000.0,5,1.75,12342,2.0,0,0,4,0,98052,47.6417,-122.109,9433,81,0
597750.0,4,2.5,9624,2.0,0,0,3,0,98027,47.5386,-122.053,9636,39,0
570000.0,3,1.75,3328,1.0,0,0,5,560,98103,47.6823,-122.349,3536,118,0
272500.0,3,1.75,12600,1.0,0,0,4,380,98038,47.3624,-122.031,11656,43,0
329950.0,3,1.75,5969,1.0,0,2,3,1000,98108,47.5474,-122.295,5500,52,0
518500.0,3,3.5,1102,3.0,0,0,3,0,98103,47.6824,-122.347,3166,13,0
205425.0,2,1.0,6780,1.0,0,0,4,0,98178,47.5009,-122.248,6780,78,0
171800.0,4,2.0,9600,1.0,0,0,3,0,98168,47.4965,-122.303,9000,73,0
535000.0,4,1.0,2982,1.5,0,0,4,0,98144,47.587,-122.294,4040,98,0
660000.0,3,2.5,6474,1.0,0,2,3,840,98177,47.7728,-122.386,10856,59,0
391500.0,3,2.0,9132,1.0,0,0,3,0,98034,47.7288,-122.226,9104,36,0
395000.0,2,1.0,6000,1.0,0,0,3,0,98117,47.6999,-122.364,6000,70,0
445000.0,4,1.75,4400,1.5,0,0,5,380,98118,47.5299,-122.266,4400,99,0
770000.0,3,2.25,10204,2.0,0,0,3,0,98052,47.6897,-122.098,13992,33,0
445000.0,3,2.25,8201,1.0,0,2,3,480,98178,47.5091,-122.244,8712,56,0
260000.0,4,2.25,8811,1.0,0,0,3,800,98023,47.3129,-122.39,8400,45,0
822500.0,5,3.5,4960,2.0,0,0,5,600,98103,47.6763,-122.352,4960,97,0
430000.0,4,2.5,4310,2.0,0,0,3,0,98065,47.5319,-121.85,3748,19,0
212000.0,3,1.75,7875,1.0,0,0,4,0,98092,47.2761,-122.152,7680,37,0
660500.0,4,2.25,9603,1.0,0,0,3,570,98027,47.5343,-122.054,9793,37,0
784000.0,3,3.5,111078,1.5,0,0,3,1490,98052,47.697,-122.072,88500,34,0
453246.0,3,2.5,2287,2.0,0,0,3,620,98029,47.5517,-121.998,1662,9,0
675000.0,4,3.5,2278,3.0,0,0,3,0,98107,47.6734,-122.38,2285,18,0
199000.0,3,1.75,17390,1.0,0,0,4,0,98003,47.3257,-122.296,19265,67,0
220000.0,4,1.75,7840,1.0,0,0,3,1010,98003,47.3309,-122.299,8140,55,0
452000.0,4,2.25,10002,1.0,0,0,4,1250,98028,47.7689,-122.266,10436,55,0
382500.0,2,1.0,4440,1.0,0,0,3,0,98125,47.7135,-122.287,5715,42,0
519950.0,3,2.25,1249,3.0,0,0,3,0,98107,47.6722,-122.381,1310,9,0
665000.0,2,1.0,3200,1.0,0,0,3,0,98119,47.6338,-122.358,3600,98,0
527700.0,5,2.5,9375,1.0,0,0,4,1270,98006,47.5707,-122.128,9375,55,0
205000.0,3,1.0,8579,1.0,0,0,4,600,98058,47.4563,-122.171,8579,61,0
420000.0,3,1.0,8097,1.0,0,0,4,120,98133,47.7144,-122.351,7940,100,0
500000.0,4,2.25,8517,1.0,0,0,4,650,98006,47.5495,-122.174,8824,62,0
890000.0,4,1.0,4000,2.0,0,0,3,180,98109,47.6354,-122.353,4000,118,0
258000.0,5,2.0,12500,1.0,0,0,4,1130,98032,47.3887,-122.286,18000,63,0
511000.0,3,1.0,3455,1.0,0,0,3,450,98103,47.6873,-122.336,4599,76,0
532170.0,3,2.0,3090,2.0,0,0,3,0,98103,47.6838,-122.353,3090,33,0
560000.0,3,1.0,5000,1.5,0,0,3,0,98107,47.655,-122.359,5000,76,0
282950.0,3,1.0,8200,1.0,0,0,4,0,98003,47.3255,-122.304,8633,69,0
350000.0,1,1.0,5100,1.0,0,0,3,0,98115,47.679,-122.3,5100,81,0
215000.0,3,1.0,7669,1.0,0,0,4,0,98058,47.4479,-122.176,7669,56,0
650000.0,5,3.5,25245,2.0,0,0,3,1460,98056,47.525,-122.172,13675,27,0
320000.0,4,2.75,7500,1.0,0,0,3,1020,98023,47.3135,-122.369,7875,56,0
320000.0,4,1.75,11180,1.0,0,0,4,0,98059,47.4715,-122.118,11180,55,0
255000.0,5,2.25,8632,1.0,0,0,3,1030,98146,47.4877,-122.335,11680,61,0
438000.0,3,1.75,9660,1.0,0,0,3,0,98034,47.7171,-122.193,9660,61,0
900000.0,3,2.5,16603,2.0,0,0,3,0,98075,47.6012,-122.023,12601,23,0
441000.0,3,2.75,7280,1.0,0,0,3,750,98034,47.7319,-122.224,8152,44,0
420000.0,3,2.0,38332,1.0,0,0,4,1010,98027,47.4582,-122.023,36590,48,0
370000.0,3,1.75,7000,1.0,0,0,3,400,98034,47.7209,-122.168,7500,47,0
269950.0,2,1.75,7250,1.0,0,0,5,640,98198,47.408,-122.327,9750,74,0
807100.0,4,2.5,4499,2.0,0,0,3,0,98006,47.565,-122.125,4500,24,0
653000.0,3,2.5,9750,1.0,0,0,4,1070,98034,47.7028,-122.231,8750,44,0
371500.0,3,2.0,8336,1.0,0,0,5,0,98133,47.7458,-122.331,7288,59,0
284000.0,3,1.75,21000,1.0,0,0,3,0,98166,47.4776,-122.337,7920,69,0
272000.0,3,1.75,7140,1.0,0,0,4,490,98023,47.3026,-122.374,7350,45,0
313000.0,3,1.5,7912,1.5,0,0,3,0,98133,47.7658,-122.339,7940,68,0
917500.0,4,2.5,35003,2.0,0,0,3,1310,98033,47.6477,-122.182,35230,39,0
673000.0,4,2.25,8190,2.0,0,0,4,0,98006,47.5619,-122.125,8335,43,0
425000.0,3,2.5,1100,2.0,0,0,3,300,98122,47.6106,-122.31,1795,15,0
399950.0,5,2.75,5400,1.0,0,0,3,650,98144,47.5868,-122.308,2150,37,0
385000.0,3,1.0,4800,1.0,0,0,3,0,98122,47.6101,-122.307,4800,122,0
269950.0,3,1.5,7560,1.0,0,2,4,630,98022,47.1976,-121.999,8941,48,0
330000.0,2,1.0,8220,1.0,0,0,3,290,98177,47.7224,-122.358,8280,74,0
260000.0,3,2.5,5797,2.0,0,0,3,0,98030,47.3505,-122.179,6183,35,0
470000.0,4,3.0,5125,1.5,0,0,4,700,98126,47.5384,-122.376,5375,98,0
589000.0,4,3.0,9600,2.0,0,0,5,0,98034,47.7044,-122.2,9600,62,0
163500.0,2,1.5,3419,2.0,0,0,3,0,98038,47.3848,-122.039,3417,27,0
835000.0,4,2.75,13412,2.0,0,0,3,990,98052,47.6993,-122.102,9984,30,0
269000.0,4,1.75,10000,1.0,0,0,4,390,98023,47.3099,-122.379,8910,54,0
560000.0,3,2.5,8744,2.0,0,0,3,0,98074,47.62,-122.043,8744,36,0
615000.0,4,1.0,2400,1.5,0,0,4,0,98103,47.65,-122.34,4400,122,0
585188.0,3,2.25,10026,1.0,0,0,3,800,98052,47.6647,-122.153,9340,48,0
305000.0,3,1.75,9480,1.0,0,0,3,430,98034,47.726,-122.191,8400,46,0
166950.0,3,1.0,8820,1.0,0,0,3,0,98058,47.4616,-122.184,7980,64,0
799000.0,3,2.5,9897,1.0,0,0,4,0,98040,47.5505,-122.219,10083,64,0
400000.0,3,2.5,7508,1.0,0,0,4,760,98133,47.7606,-122.336,7818,61,0
230000.0,3,1.0,10228,1.0,0,0,3,0,98155,47.7481,-122.3,10228,75,0
256883.0,3,2.5,5025,2.0,0,0,3,0,98023,47.2779,-122.347,5001,20,0
423000.0,4,2.0,6480,1.5,0,0,5,840,98108,47.5511,-122.312,6480,103,0
465000.0,3,2.5,4084,2.0,0,0,3,0,98126,47.5488,-122.372,2385,16,0
440000.0,3,2.5,66211,2.0,0,0,3,0,98024,47.5385,-121.911,67268,26,0
210000.0,3,1.0,11725,1.0,0,0,4,0,98056,47.5093,-122.184,9514,80,0
297000.0,3,2.5,14952,2.0,0,0,3,0,98042,47.3777,-122.165,10450,29,0
470000.0,3,1.0,5000,1.0,0,0,3,0,98107,47.675,-122.394,5000,71,0
226500.0,3,1.5,7370,1.0,0,0,4,400,98023,47.3025,-122.37,7500,47,0
274250.0,3,1.0,8450,1.0,0,0,4,0,98059,47.4787,-122.158,8040,61,0
840000.0,4,1.75,11010,1.0,0,0,4,850,98040,47.5378,-122.219,10744,57,0
677900.0,3,2.5,4587,2.0,0,0,3,0,98052,47.7073,-122.114,4587,13,0
425000.0,3,1.0,5864,1.0,0,0,3,0,98116,47.5733,-122.381,5000,108,0
180250.0,2,0.75,9600,1.0,0,0,3,0,98166,47.4604,-122.339,14280,82,0
320000.0,4,2.25,7579,2.0,0,0,3,0,98038,47.354,-122.047,6397,30,0
625504.0,3,2.25,1566,2.0,0,0,3,210,98105,47.6647,-122.284,1327,9,0
592500.0,4,2.5,12032,1.0,0,0,3,0,98074,47.6143,-122.017,12368,40,0
465000.0,3,2.5,17936,2.0,0,0,3,0,98001,47.3185,-122.275,18386,18,0
477000.0,4,2.75,6270,2.0,0,0,3,0,98118,47.5458,-122.268,8700,45,0
280000.0,2,1.0,16400,1.0,0,0,3,0,98168,47.4889,-122.299,14459,100,0
445838.0,3,2.5,5692,2.0,0,0,3,0,98146,47.5133,-122.379,5390,23,0
467000.0,2,1.5,10800,1.0,0,0,4,0,98177,47.7145,-122.367,12040,76,0
686000.0,4,2.5,6440,2.0,0,0,3,0,98075,47.5836,-122.026,8127,24,0
279950.0,3,2.0,9750,1.0,0,0,3,400,98198,47.398,-122.299,10125,62,0
527000.0,4,2.25,19436,2.0,0,0,3,0,98011,47.7663,-122.215,10055,36,0
325000.0,3,2.25,16020,1.0,0,0,4,440,98030,47.3758,-122.217,9583,57,0
328000.0,3,2.25,8379,2.0,0,0,3,0,98038,47.3828,-122.023,8031,29,0
390000.0,3,2.25,7500,1.0,0,0,5,0,98146,47.5123,-122.373,7392,81,0
479950.0,2,2.0,6516,1.0,0,0,3,0,98053,47.7076,-122.013,6009,18,0
264950.0,4,2.25,9753,1.0,0,0,4,600,98023,47.2922,-122.371,9753,45,0
235000.0,3,1.0,15246,1.0,0,0,4,450,98031,47.4075,-122.214,13068,62,0
516500.0,3,2.5,4729,2.0,0,0,3,0,98053,47.6794,-122.034,4729,19,0
500000.0,4,2.75,15347,1.0,0,0,5,0,98059,47.5218,-122.164,15347,63,0
315000.0,6,2.75,7350,1.0,0,0,3,1160,98023,47.3103,-122.339,8236,45,0
213000.0,2,1.0,10200,1.0,0,0,3,0,98024,47.5687,-121.899,13702,62,0
475000.0,3,1.5,5280,1.5,0,0,5,860,98108,47.5575,-122.303,4800,76,0
1025000.0,5,4.0,28040,2.0,0,0,3,0,98033,47.6489,-122.183,35096,40,0
416000.0,3,2.0,94300,1.0,0,0,5,580,98010,47.3459,-121.95,80100,47,0
225000.0,3,1.75,8505,1.0,0,0,4,0,98003,47.3173,-122.319,8640,55,0
210000.0,2,1.0,6000,1.0,0,0,3,0,98126,47.5308,-122.376,4960,83,0
455000.0,2,1.0,5000,1.5,0,0,2,0,98115,47.6727,-122.299,3750,98,0
225000.0,3,1.0,8316,1.0,0,0,4,0,98002,47.3221,-122.216,8316,69,0
480000.0,2,1.0,3060,1.0,0,2,4,240,98103,47.6779,-122.353,3060,105,0
363000.0,3,2.5,11872,2.0,0,0,3,0,98023,47.3076,-122.395,10377,33,0
181000.0,2,1.5,5120,1.0,0,0,3,0,98106,47.5218,-122.357,2566,69,0
250000.0,4,2.0,7312,1.0,0,0,4,0,98002,47.2785,-122.213,7650,47,0
481000.0,3,1.75,3000,1.0,0,0,4,790,98103,47.6846,-122.345,3000,105,0
260000.0,3,2.0,7209,1.0,0,0,4,570,98032,47.3656,-122.278,7209,45,0
455000.0,4,2.5,7685,2.0,0,0,3,0,98058,47.4369,-122.111,6567,22,0
349500.0,3,1.0,3538,1.0,0,0,3,600,98118,47.5405,-122.27,6331,70,0
245000.0,3,2.5,7442,2.0,0,0,3,0,98030,47.3507,-122.178,6458,36,0
592500.0,2,2.0,9191,1.5,0,2,5,0,98115,47.6979,-122.32,6816,95,0
385000.0,4,1.75,7620,1.0,0,0,4,1180,98106,47.5278,-122.345,7620,68,0
315000.0,3,1.75,11455,1.0,0,0,4,380,98059,47.4756,-122.147,10650,49,0
693000.0,4,2.5,4425,2.0,0,0,3,0,98052,47.7048,-122.109,5659,17,0
780000.0,3,1.0,4400,1.5,0,0,3,200,98112,47.6362,-122.302,4400,112,0
237000.0,3,1.75,8470,1.0,0,0,4,0,98198,47.4207,-122.29,8470,63,0
525000.0,3,2.25,40510,2.0,0,0,3,780,98074,47.6154,-122.047,33450,44,0
425000.0,2,1.0,5040,1.0,0,0,3,0,98144,47.5964,-122.299,2580,93,0
290000.0,4,2.5,7280,2.0,0,0,4,0,98031,47.4045,-122.171,7475,35,0
285000.0,3,1.0,10701,1.0,0,0,3,0,98106,47.5544,-122.358,6350,69,0
415000.0,2,1.0,4500,1.0,0,0,3,0,98115,47.6802,-122.29,4465,86,0
272500.0,3,2.5,9900,1.0,0,0,3,650,98023,47.2988,-122.371,8250,44,0
436000.0,2,1.0,7538,1.0,0,0,4,0,98133,47.7107,-122.352,7530,84,0
210000.0,3,1.0,11390,1.0,0,0,4,0,98003,47.3271,-122.323,8164,56,0
236000.0,3,1.0,5898,1.0,0,0,3,0,98178,47.5053,-122.255,7619,62,0
365000.0,3,2.5,4510,2.0,0,0,3,0,98031,47.4145,-122.166,4927,17,0
450000.0,3,2.0,16258,1.0,0,0,5,0,98058,47.4672,-122.165,10530,63,0
770000.0,4,2.75,26300,2.0,0,0,3,970,98028,47.7618,-122.261,12136,9,0
455000.0,4,2.5,49375,1.0,0,0,3,0,98038,47.3828,-122.071,49385,26,0
405000.0,3,1.75,6000,1.0,0,0,3,1150,98118,47.5362,-122.268,6000,115,0
304900.0,4,1.75,11325,1.0,0,0,4,990,98031,47.3954,-122.206,11088,54,0
170000.0,2,1.0,5265,1.0,0,0,3,0,98178,47.5048,-122.272,8775,92,0
780000.0,4,2.5,7048,2.0,0,0,3,0,98053,47.6811,-122.025,7864,18,0
330000.0,3,3.0,13959,1.0,0,0,4,680,98028,47.7486,-122.23,13300,35,0
370000.0,4,2.5,8666,2.0,0,0,3,0,98030,47.3846,-122.169,8100,31,0
467000.0,5,2.25,13500,1.0,0,0,3,650,98072,47.7564,-122.144,9750,44,0
405000.0,3,1.75,6720,1.0,0,0,3,530,98034,47.7198,-122.193,7320,43,0
675000.0,5,2.25,10300,1.0,0,0,3,1450,98006,47.5461,-122.151,10300,38,0
500000.0,2,1.0,14100,1.0,0,0,4,500,98006,47.5712,-122.143,13527,69,0
389999.0,4,2.5,15770,2.0,0,0,4,0,98166,47.4281,-122.343,15256,55,0
630000.0,4,1.75,9025,1.0,0,2,4,1170,98034,47.7128,-122.223,9600,48,0
360000.0,4,2.5,9528,2.0,0,0,3,0,98001,47.3341,-122.255,9937,31,0
580000.0,4,3.0,11060,2.0,0,0,3,1010,98056,47.5399,-122.181,11004,37,0
879000.0,4,2.5,22111,2.0,0,0,3,0,98075,47.5951,-122.017,11374,29,0
265000.0,3,2.0,8959,1.0,0,0,3,0,98042,47.3536,-122.144,7316,30,0
446500.0,3,2.5,7286,2.0,0,0,3,0,98059,47.5084,-122.154,7220,33,0
404000.0,3,1.5,8880,1.0,0,0,3,700,98108,47.5586,-122.311,5592,60,0
267500.0,3,1.75,11914,1.0,0,2,3,500,98188,47.4427,-122.274,9052,66,0
335000.0,3,2.5,7632,2.0,0,0,3,0,98003,47.3494,-122.301,7903,25,0
576000.0,3,2.5,9000,1.0,0,0,4,970,98117,47.6933,-122.393,7310,75,0
208633.0,3,2.5,3810,2.0,0,0,3,0,98038,47.3537,-122.0,4590,17,0
315000.0,3,2.25,8750,1.0,0,0,4,1080,98166,47.476,-122.337,10139,59,0
725000.0,3,1.75,3300,1.0,0,0,4,960,98112,47.6239,-122.298,4000,110,0
550000.0,4,2.75,7750,1.0,0,0,4,400,98177,47.7776,-122.384,8275,58,0
610750.0,4,2.25,7297,2.0,0,0,3,0,98074,47.6459,-122.058,9781,39,0
550700.0,2,1.0,5000,1.5,0,0,4,0,98105,47.6692,-122.297,5000,115,0
665000.0,4,2.75,10574,2.0,0,0,5,1100,98056,47.5376,-122.18,8330,63,0
834000.0,4,2.5,4000,1.5,0,2,5,390,98144,47.601,-122.294,5750,95,0
201000.0,5,1.75,78408,1.5,0,0,3,0,98065,47.529,-121.837,78408,108,0
305000.0,4,2.25,7700,1.0,0,0,3,600,98058,47.4441,-122.125,7350,44,0
487000.0,3,2.0,14052,1.0,0,0,5,870,98133,47.7357,-122.333,8162,75,0
390000.0,3,2.5,64904,1.0,0,0,4,0,98042,47.346,-122.157,57500,35,0
548000.0,2,1.0,3864,1.0,0,0,4,300,98103,47.6638,-122.345,3864,107,0
268750.0,4,1.0,8775,1.0,0,0,3,0,98166,47.48,-122.336,8775,80,0
819900.0,5,2.75,7119,2.0,0,0,3,0,98052,47.6759,-122.151,8384,10,0
520000.0,3,2.25,16200,2.0,0,0,3,0,98027,47.5162,-122.057,17958,39,0
230000.0,3,2.0,11204,1.0,0,0,3,0,98001,47.2639,-122.252,9518,20,0
240000.0,3,1.75,10248,1.0,0,0,3,0,98023,47.2929,-122.371,9753,54,0
274975.0,3,2.5,45004,2.0,0,0,3,0,98077,47.7721,-122.093,35781,36,0
740000.0,4,2.0,4400,1.5,0,0,4,0,98102,47.644,-122.319,5500,101,0
186375.0,3,1.0,7636,1.0,0,0,2,0,98166,47.472,-122.344,7600,71,0
790000.0,3,2.25,10289,1.0,0,0,4,780,98005,47.592,-122.166,10004,46,0
279000.0,6,1.75,11180,2.0,0,0,4,0,98198,47.42,-122.323,7955,68,0
295000.0,3,2.0,10530,1.0,0,2,3,0,98022,47.1913,-122.012,10450,32,0
640000.0,2,1.0,5000,1.0,0,0,3,0,98103,47.6666,-122.331,5000,99,0
940000.0,4,2.0,9525,2.0,0,0,5,0,98040,47.5639,-122.217,9525,55,0
260000.0,4,2.5,5238,2.0,0,0,3,0,98038,47.3483,-122.052,5894,20,0
559900.0,3,2.75,5569,1.0,0,0,3,1070,98072,47.7648,-122.164,11045,19,0
791500.0,4,2.0,3500,1.5,0,0,5,0,98103,47.6794,-122.357,3750,112,0
265000.0,3,1.75,8250,1.0,0,0,3,0,98133,47.7535,-122.354,8000,69,0
245000.0,3,1.75,11547,1.0,0,0,3,0,98178,47.4945,-122.22,78408,69,0
485000.0,4,1.75,43995,2.0,0,0,4,0,98052,47.6945,-122.093,14764,61,0
684000.0,4,3.5,8414,2.0,0,0,3,620,98059,47.5222,-122.157,8066,13,0
425000.0,3,1.75,6840,1.0,0,0,3,1200,98125,47.7222,-122.32,8691,66,0
309600.0,4,1.75,20000,1.0,0,0,4,0,98070,47.3796,-122.49,20000,32,0
552250.0,4,2.5,5823,2.0,0,0,3,0,98065,47.5374,-121.875,5823,21,0
165000.0,4,1.0,7134,1.0,0,0,3,0,98178,47.4897,-122.24,7138,80,0
239900.0,4,1.0,7134,1.0,0,0,3,0,98178,47.4897,-122.24,7138,80,0
320000.0,2,1.0,32633,1.0,0,0,4,0,98059,47.4716,-122.078,32156,93,0
206600.0,3,2.0,13464,1.0,0,0,4,0,98030,47.3581,-122.173,12080,36,0
